MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Hardware,General Hardware,Hardware Accessories,,M200B-21M,M200B-21M Milw M12 BLK - Heated Hoodie Kit M,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,,M200B-21M,,Industrial & Commercial Supplies>Hardware>General Hardware,"Milwaukee Tool, Milwaukee, Industrial Hardware, M200B-21M",INDUSTRIAL HARDWARE M200B-21M,"Milwaukee®, M200B-21M, Industrial Hardware",Milwaukee® Industrial Hardware Model M200B-21M. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,M200B-21XL,M200B-21XL Milw M12 BLK - Heated Hoodie Kit XL,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,,M200B-21XL,,Industrial & Commercial Supplies>Hardware>General Hardware,"Milwaukee Tool, Milwaukee, Industrial Hardware, M200B-21XL",INDUSTRIAL HARDWARE M200B-21XL,"Milwaukee®, M200B-21XL, Industrial Hardware",Milwaukee® Industrial Hardware Model M200B-21XL. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,M200G-21L,M200G-21L Milw M12 Gray - Heated Hoodie Kit L,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,,M200G-21L,,Industrial & Commercial Supplies>Hardware>General Hardware,"Milwaukee Tool, Milwaukee, Industrial Hardware, M200G-21L",INDUSTRIAL HARDWARE M200G-21L,"Milwaukee®, M200G-21L, Industrial Hardware",Milwaukee® Industrial Hardware Model M200G-21L. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,M200G-21M,M200G-21M Milw M12 Gray - Heated Hoodie Kit M,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,,M200G-21M,,Industrial & Commercial Supplies>Hardware>General Hardware,"Milwaukee Tool, Milwaukee, Industrial Hardware, M200G-21M",INDUSTRIAL HARDWARE M200G-21M,"Milwaukee®, M200G-21M, Industrial Hardware",Milwaukee® Industrial Hardware Model M200G-21M. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,M200G-21XL,M200G-21XL Milw M12 Gray - Heated Hoodie Kit XL,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,,M200G-21XL,,Industrial & Commercial Supplies>Hardware>General Hardware,"Milwaukee Tool, Milwaukee, Industrial Hardware, M200G-21XL",INDUSTRIAL HARDWARE M200G-21XL,"Milwaukee®, M200G-21XL, Industrial Hardware",Milwaukee® Industrial Hardware Model M200G-21XL. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,48-11-2330,48-11-2330 Milw Heated Gear Power Source,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,,48-11-2330,,Industrial & Commercial Supplies>Hardware>General Hardware,"Milwaukee Tool, Milwaukee, Industrial Hardware, 48-11-2330",INDUSTRIAL HARDWARE 48-11-2330,"Milwaukee®, 48-11-2330, Industrial Hardware",Milwaukee® Industrial Hardware Model 48-11-2330. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,DCBP250C,DCBP520C Dewalt Starter Kit,,,DEWALT,Black & Decker/dewlt (2585),"Freud America, Inc.",Diablo®,,DCBP250C,,Industrial & Commercial Supplies>Hardware>General Hardware,"Freud America, Inc., Diablo, Industrial Hardware, DCBP250C",INDUSTRIAL HARDWARE DCBP250C,"Diablo®, DCBP250C, Industrial Hardware",Diablo® Industrial Hardware Model DCBP250C. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,5328,5328 Lg. Leather Phone Holster - Clip-on,,,,,LG Electronics Inc.,LG®,,5328,,Industrial & Commercial Supplies>Hardware>General Hardware,"LG Electronics Inc., LG, Industrial Hardware, 5328",INDUSTRIAL HARDWARE 5328,"LG®, 5328, Industrial Hardware",LG® Industrial Hardware Model 5328. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,3200-20,3200-20 Milw Voltage Detector,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,,3200-20,,Industrial & Commercial Supplies>Hardware>General Hardware,"Milwaukee Tool, Milwaukee, Industrial Hardware, 3200-20",INDUSTRIAL HARDWARE 3200-20,"Milwaukee®, 3200-20, Industrial Hardware",Milwaukee® Industrial Hardware Model 3200-20. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,3202-20,3202-20 Milw Voltage Detector w/ LED,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,,3202-20,,Industrial & Commercial Supplies>Hardware>General Hardware,"Milwaukee Tool, Milwaukee, Industrial Hardware, 3202-20",INDUSTRIAL HARDWARE 3202-20,"Milwaukee®, 3202-20, Industrial Hardware",Milwaukee® Industrial Hardware Model 3202-20. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,3203-20,3203-20 Milw Dual Range Voltage Detector w/ LED,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,,3203-20,,Industrial & Commercial Supplies>Hardware>General Hardware,"Milwaukee Tool, Milwaukee, Industrial Hardware, 3203-20",INDUSTRIAL HARDWARE 3203-20,"Milwaukee®, 3203-20, Industrial Hardware",Milwaukee® Industrial Hardware Model 3203-20. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,BC-12300,"BC-12300 BigCal 12""/300mm",,,,Woodpeckers Inc (WOODP),Woodpeckers Inc,Woodpeckers Inc,,BC-12300,,Industrial & Commercial Supplies>Hardware>General Hardware,"Woodpeckers Inc, Industrial Hardware, BC-12300",INDUSTRIAL HARDWARE BC-12300,"Woodpeckers Inc, BC-12300, Industrial Hardware",Woodpeckers Inc Industrial Hardware Model BC-12300. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,BC-24600,"BC-24600 BigCal 24""/600mm",,,,Woodpeckers Inc (WOODP),Woodpeckers Inc,Woodpeckers Inc,,BC-24600,,Industrial & Commercial Supplies>Hardware>General Hardware,"Woodpeckers Inc, Industrial Hardware, BC-24600",INDUSTRIAL HARDWARE BC-24600,"Woodpeckers Inc, BC-24600, Industrial Hardware",Woodpeckers Inc Industrial Hardware Model BC-24600. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,DW08302CG,DW08302CG Dewalt Laser - Green 3 Spot,,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,Black & Decker/dewlt,,DW08302CG,,Industrial & Commercial Supplies>Hardware>General Hardware,"Black & Decker/dewlt, Industrial Hardware, DW08302CG",INDUSTRIAL HARDWARE DW08302CG,"Black & Decker/dewlt, DW08302CG, Industrial Hardware",Black & Decker/dewlt Industrial Hardware Model DW08302CG. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,GCL165-42GL,GCL165--42GL Cross Line Laser,,,,Robt Bosch Tool Corp (6564),Robt Bosch Tool Corp,Robt Bosch Tool Corp,,GCL165-42GL,,Industrial & Commercial Supplies>Hardware>General Hardware,"Robt Bosch Tool Corp, Industrial Hardware, GCL165-42GL",INDUSTRIAL HARDWARE GCL165-42GL,"Robt Bosch Tool Corp, GCL165-42GL, Industrial Hardware",Robt Bosch Tool Corp Industrial Hardware Model GCL165-42GL. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,DW08802CG,DW08802CG Dewalt Laser Green - Self-Level Cross Line,,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,Black & Decker/dewlt,,DW08802CG,,Industrial & Commercial Supplies>Hardware>General Hardware,"Black & Decker/dewlt, Industrial Hardware, DW08802CG",INDUSTRIAL HARDWARE DW08802CG,"Black & Decker/dewlt, DW08802CG, Industrial Hardware",Black & Decker/dewlt Industrial Hardware Model DW08802CG. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,DW088CG,DW088CG Dewalt Laser - Green Cross Line,,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,Black & Decker/dewlt,,DW088CG,,Industrial & Commercial Supplies>Hardware>General Hardware,"Black & Decker/dewlt, Industrial Hardware, DW088CG",INDUSTRIAL HARDWARE DW088CG,"Black & Decker/dewlt, DW088CG, Industrial Hardware",Black & Decker/dewlt Industrial Hardware Model DW088CG. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,DW089CG,DW089CG Dewalt Laser Level - 3 Line 30ft Range,,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,Black & Decker/dewlt,,DW089CG,,Industrial & Commercial Supplies>Hardware>General Hardware,"Black & Decker/dewlt, Industrial Hardware, DW089CG",INDUSTRIAL HARDWARE DW089CG,"Black & Decker/dewlt, DW089CG, Industrial Hardware",Black & Decker/dewlt Industrial Hardware Model DW089CG. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,DCLE34520GB,DCLE34520GB Dewalt Laser 20V - Cross Line 5 Spot (Bare),,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,Black & Decker/dewlt,,DCLE34520GB,,Industrial & Commercial Supplies>Hardware>General Hardware,"Black & Decker/dewlt, Industrial Hardware, DCLE34520GB",INDUSTRIAL HARDWARE DCLE34520GB,"Black & Decker/dewlt, DCLE34520GB, Industrial Hardware",Black & Decker/dewlt Industrial Hardware Model DCLE34520GB. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,DCLE34031B,DCLE34031B Dewalt Line Laser - 20V Self-Leveling (Bare),,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,Black & Decker/dewlt,,DCLE34031B,,Industrial & Commercial Supplies>Hardware>General Hardware,"Black & Decker/dewlt, Industrial Hardware, DCLE34031B",INDUSTRIAL HARDWARE DCLE34031B,"Black & Decker/dewlt, DCLE34031B, Industrial Hardware",Black & Decker/dewlt Industrial Hardware Model DCLE34031B. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hardware,General Hardware,Hardware Accessories,,DW0822CG,DW0822CG Dewalt Cross Line - Plumb Spots Laser-Green,,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,Black & Decker/dewlt,,DW0822CG,,Industrial & Commercial Supplies>Hardware>General Hardware,"Black & Decker/dewlt, Industrial Hardware, DW0822CG",INDUSTRIAL HARDWARE DW0822CG,"Black & Decker/dewlt, DW0822CG, Industrial Hardware",Black & Decker/dewlt Industrial Hardware Model DW0822CG. ,Industrial Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Hardware,Size,,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
